Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Non zero edges,Edge compr. rate,Total graph compr 
4310,21,21,0.0,44,65,44,0.0,0.0
4311,29,29,0.0,66,95,66,0.0,0.0
4312,14,14,0.0,30,44,30,0.0,0.0
4313,17,17,0.0,34,51,34,0.0,0.0
4314,26,26,0.0,54,80,54,0.0,0.0
4315,17,15,11.76,36,45,31,13.89,25.65
4316,28,27,3.57,62,87,60,3.23,6.8
4317,25,21,16.0,56,65,45,19.64,35.64
4318,23,19,17.39,48,55,36,25.0,42.39
4319,14,13,7.14,30,41,28,6.67,13.809999999999999
4320,18,18,0.0,38,56,38,0.0,0.0
4321,19,19,0.0,40,59,40,0.0,0.0
4322,21,20,4.76,44,62,42,4.55,9.309999999999999
4323,20,20,0.0,44,64,44,0.0,0.0
4324,18,18,0.0,38,56,38,0.0,0.0
4325,23,21,8.7,48,63,42,12.5,21.2
4326,19,18,5.26,42,56,39,7.14,12.399999999999999
4327,16,14,12.5,34,42,28,17.65,30.15
4328,20,20,0.0,42,62,42,0.0,0.0
4329,24,22,8.33,50,66,44,12.0,20.33
4330,18,17,5.56,40,53,37,7.5,13.059999999999999
4331,20,16,20.0,42,48,33,21.43,41.43
4332,27,23,14.81,58,69,47,18.97,33.78
4333,31,31,0.0,70,101,70,0.0,0.0
4334,25,23,8.0,54,71,48,11.11,19.11
4335,25,20,20.0,54,60,42,22.22,42.22
4336,33,31,6.06,74,99,68,8.11,14.169999999999998
4337,30,29,3.33,66,93,64,3.03,6.359999999999999
4338,21,21,0.0,46,67,46,0.0,0.0
4339,27,20,25.93,58,58,38,34.48,60.41
4340,27,23,14.81,58,69,46,20.69,35.5
4341,32,28,12.5,70,86,58,17.14,29.64
4342,34,32,5.88,76,104,72,5.26,11.14
4343,15,14,6.67,30,42,28,6.67,13.34
4344,34,26,23.53,78,80,54,30.77,54.3
4345,25,25,0.0,54,79,54,0.0,0.0
4346,21,20,4.76,44,62,42,4.55,9.309999999999999
4347,25,22,12.0,54,68,46,14.81,26.810000000000002
4348,18,17,5.56,38,51,35,7.89,13.45
4349,19,18,5.26,40,56,38,5.0,10.26
4350,28,27,3.57,60,85,58,3.33,6.9
4351,24,24,0.0,50,74,50,0.0,0.0
4352,23,18,21.74,50,54,36,28.0,49.739999999999995
4353,26,26,0.0,56,82,56,0.0,0.0
4354,22,21,4.55,48,65,45,6.25,10.8
4355,23,21,8.7,50,65,44,12.0,20.7
4356,14,14,0.0,30,44,30,0.0,0.0
4357,21,18,14.29,42,52,34,19.05,33.34
4358,26,26,0.0,56,82,56,0.0,0.0
4359,17,15,11.76,36,45,30,16.67,28.43
4360,19,18,5.26,40,56,38,5.0,10.26
4361,20,20,0.0,42,62,42,0.0,0.0
4362,15,11,26.67,30,31,20,33.33,60.0
4363,17,17,0.0,36,53,36,0.0,0.0
4364,26,24,7.69,54,72,48,11.11,18.8
4365,25,25,0.0,54,79,54,0.0,0.0
4366,26,21,19.23,56,65,44,21.43,40.66
4367,27,21,22.22,58,61,41,29.31,51.53
4368,28,26,7.14,60,82,56,6.67,13.809999999999999
4369,35,35,0.0,76,111,76,0.0,0.0
4370,16,15,6.25,32,45,30,6.25,12.5
4371,26,24,7.69,58,76,52,10.34,18.03
4372,20,18,10.0,42,56,38,9.52,19.52
4373,18,18,0.0,38,56,38,0.0,0.0
4374,17,17,0.0,34,51,34,0.0,0.0
4375,26,25,3.85,58,79,55,5.17,9.02
4376,24,22,8.33,52,68,46,11.54,19.869999999999997
4377,23,23,0.0,52,75,52,0.0,0.0
4378,25,25,0.0,54,79,54,0.0,0.0
4379,18,14,22.22,38,40,27,28.95,51.17
4380,23,22,4.35,48,68,46,4.17,8.52
4381,28,21,25.0,60,61,42,30.0,55.0
4382,24,24,0.0,52,76,52,0.0,0.0
4383,21,21,0.0,46,67,46,0.0,0.0
4384,25,23,8.0,54,73,50,7.41,15.41
4385,33,28,15.15,72,86,58,19.44,34.59
4386,25,21,16.0,58,67,46,20.69,36.69
4387,21,17,19.05,46,51,34,26.09,45.14
4388,26,23,11.54,54,69,46,14.81,26.35
4389,15,14,6.67,32,42,29,9.38,16.05
4390,14,14,0.0,30,44,30,0.0,0.0
4391,21,21,0.0,46,67,46,0.0,0.0
4392,20,17,15.0,42,51,34,19.05,34.05
4393,18,17,5.56,40,53,37,7.5,13.059999999999999
4394,29,24,17.24,64,74,51,20.31,37.55
4395,22,22,0.0,48,70,48,0.0,0.0
4396,25,23,8.0,54,71,48,11.11,19.11
4397,28,28,0.0,62,90,62,0.0,0.0
4398,21,17,19.05,46,51,35,23.91,42.96
4399,24,21,12.5,52,65,45,13.46,25.96
4400,26,22,15.38,56,66,44,21.43,36.81
4401,21,19,9.52,44,57,38,13.64,23.16
4402,23,23,0.0,50,73,50,0.0,0.0
4403,25,25,0.0,56,81,56,0.0,0.0
4404,24,24,0.0,52,76,52,0.0,0.0
4405,19,19,0.0,40,59,40,0.0,0.0
4406,25,22,12.0,54,68,46,14.81,26.810000000000002
4407,24,24,0.0,50,74,50,0.0,0.0
4408,29,25,13.79,62,75,50,19.35,33.14
4409,20,19,5.0,42,59,40,4.76,9.76
4410,21,21,0.0,44,65,44,0.0,0.0
4411,20,18,10.0,44,56,38,13.64,23.64
4412,28,24,14.29,60,72,48,20.0,34.29
4413,22,22,0.0,46,68,46,0.0,0.0
4414,23,19,17.39,48,55,36,25.0,42.39
4415,19,19,0.0,38,57,38,0.0,0.0
4416,25,25,0.0,54,79,54,0.0,0.0
4417,23,23,0.0,48,71,48,0.0,0.0
4418,20,17,15.0,42,51,34,19.05,34.05
4419,19,17,10.53,38,51,34,10.53,21.06
4420,27,26,3.7,62,86,60,3.23,6.93
4421,21,17,19.05,46,53,36,21.74,40.79
4422,23,20,13.04,50,62,42,16.0,29.04
4423,19,19,0.0,40,59,40,0.0,0.0
4424,12,10,16.67,26,30,20,23.08,39.75
4425,18,16,11.11,38,50,34,10.53,21.64
4426,17,17,0.0,34,51,34,0.0,0.0
4427,21,21,0.0,44,65,44,0.0,0.0
4428,23,19,17.39,50,57,38,24.0,41.39
4429,20,18,10.0,44,56,38,13.64,23.64
4430,25,25,0.0,54,79,54,0.0,0.0
4431,35,31,11.43,78,97,66,15.38,26.810000000000002
4432,18,18,0.0,38,56,38,0.0,0.0
4433,19,17,10.53,40,51,35,12.5,23.03
4434,20,17,15.0,40,49,32,20.0,35.0
4435,25,21,16.0,52,63,43,17.31,33.31
4436,26,23,11.54,54,71,48,11.11,22.65
4437,22,20,9.09,46,62,42,8.7,17.79
4438,16,16,0.0,32,48,32,0.0,0.0
4439,21,19,9.52,44,57,38,13.64,23.16
4440,10,10,0.0,18,28,18,0.0,0.0
4441,28,26,7.14,62,84,58,6.45,13.59
4442,28,17,39.29,62,51,34,45.16,84.44999999999999
4443,21,17,19.05,44,51,34,22.73,41.78
4444,24,22,8.33,52,68,46,11.54,19.869999999999997
4445,21,20,4.76,44,62,42,4.55,9.309999999999999
4446,16,16,0.0,34,50,34,0.0,0.0
4447,27,25,7.41,56,77,52,7.14,14.55
4448,26,25,3.85,56,79,54,3.57,7.42
4449,18,16,11.11,38,48,32,15.79,26.9
4450,29,29,0.0,66,95,66,0.0,0.0
4451,25,25,0.0,54,79,54,0.0,0.0
4452,26,23,11.54,56,71,48,14.29,25.83
4453,24,18,25.0,54,54,38,29.63,54.629999999999995
4454,31,31,0.0,68,99,68,0.0,0.0
4455,19,17,10.53,40,51,34,15.0,25.53
4456,25,25,0.0,52,77,52,0.0,0.0
4457,24,24,0.0,52,76,52,0.0,0.0
4458,16,14,12.5,34,42,28,17.65,30.15
4459,11,11,0.0,22,33,22,0.0,0.0
4460,23,16,30.43,52,46,33,36.54,66.97
4461,22,19,13.64,46,59,40,13.04,26.68
4462,25,21,16.0,52,63,42,19.23,35.230000000000004
4463,24,21,12.5,52,65,44,15.38,27.880000000000003
4464,25,25,0.0,54,79,54,0.0,0.0
4465,15,15,0.0,30,45,30,0.0,0.0
4466,26,23,11.54,58,73,50,13.79,25.33
4467,21,21,0.0,44,65,44,0.0,0.0
4468,21,19,9.52,44,59,40,9.09,18.61
4469,29,27,6.9,62,83,56,9.68,16.58
4470,24,24,0.0,54,78,54,0.0,0.0
4471,25,22,12.0,52,66,44,15.38,27.380000000000003
4472,29,27,6.9,64,85,58,9.38,16.28
4473,23,21,8.7,50,65,44,12.0,20.7
4474,29,23,20.69,62,69,46,25.81,46.5
4475,34,34,0.0,74,108,74,0.0,0.0
4476,23,21,8.7,50,65,44,12.0,20.7
4477,30,28,6.67,68,90,62,8.82,15.49
4478,22,21,4.55,48,67,46,4.17,8.719999999999999
4479,23,20,13.04,48,60,40,16.67,29.71
4480,21,18,14.29,44,54,37,15.91,30.2
4481,25,24,4.0,54,76,52,3.7,7.7
4482,14,13,7.14,26,37,24,7.69,14.83
4483,23,21,8.7,48,63,42,12.5,21.2
4484,26,24,7.69,56,74,50,10.71,18.400000000000002
4485,19,16,15.79,40,48,32,20.0,35.79
4486,26,25,3.85,56,79,54,3.57,7.42
4487,25,22,12.0,52,66,44,15.38,27.380000000000003
4488,26,23,11.54,56,69,47,16.07,27.61
4489,32,30,6.25,70,94,64,8.57,14.82
4490,17,13,23.53,36,39,27,25.0,48.53
4491,18,18,0.0,40,58,40,0.0,0.0
4492,19,19,0.0,42,61,42,0.0,0.0
4493,33,32,3.03,72,102,70,2.78,5.81
4494,21,21,0.0,46,67,46,0.0,0.0
4495,14,12,14.29,28,36,24,14.29,28.58
4496,28,22,21.43,60,66,44,26.67,48.1
4497,21,21,0.0,44,65,44,0.0,0.0
4498,18,18,0.0,36,54,36,0.0,0.0
4499,28,27,3.57,62,87,60,3.23,6.8
4500,20,20,0.0,42,62,42,0.0,0.0
4501,28,23,17.86,62,71,48,22.58,40.44
4502,21,21,0.0,44,65,44,0.0,0.0
4503,24,24,0.0,54,78,54,0.0,0.0
4504,31,31,0.0,68,99,68,0.0,0.0
4505,30,25,16.67,66,77,52,21.21,37.88
4506,22,18,18.18,46,52,34,26.09,44.269999999999996
4507,25,25,0.0,54,79,54,0.0,0.0
4508,26,26,0.0,56,82,56,0.0,0.0
4509,24,22,8.33,54,70,48,11.11,19.439999999999998
4510,24,20,16.67,50,60,40,20.0,36.67
4511,23,21,8.7,50,65,44,12.0,20.7
4512,16,16,0.0,32,48,32,0.0,0.0
4513,23,21,8.7,48,63,42,12.5,21.2
4514,14,13,7.14,26,37,24,7.69,14.83
4515,30,26,13.33,66,82,57,13.64,26.97
4516,11,11,0.0,22,33,22,0.0,0.0
4517,18,18,0.0,38,56,38,0.0,0.0
4518,21,18,14.29,44,54,36,18.18,32.47
4519,20,20,0.0,44,64,44,0.0,0.0
4520,22,20,9.09,46,60,40,13.04,22.13
4521,26,26,0.0,58,84,58,0.0,0.0
4522,24,20,16.67,54,62,43,20.37,37.040000000000006
4523,27,27,0.0,58,85,58,0.0,0.0
4524,25,21,16.0,54,63,42,22.22,38.22
4525,25,21,16.0,54,65,44,18.52,34.519999999999996
4526,21,21,0.0,44,65,44,0.0,0.0
4527,24,23,4.17,50,71,48,4.0,8.17
4528,32,28,12.5,70,86,58,17.14,29.64
4529,27,25,7.41,62,81,56,9.68,17.09
4530,27,27,0.0,62,89,62,0.0,0.0
4531,21,21,0.0,44,65,44,0.0,0.0
4532,24,22,8.33,50,66,44,12.0,20.33
4533,23,21,8.7,46,63,42,8.7,17.4
4534,27,24,11.11,58,74,50,13.79,24.9
4535,26,24,7.69,56,74,50,10.71,18.400000000000002
4536,30,30,0.0,64,94,64,0.0,0.0
4537,19,17,10.53,38,51,34,10.53,21.06
4538,24,24,0.0,50,74,50,0.0,0.0
4539,28,20,28.57,60,62,42,30.0,58.57
4540,19,18,5.26,42,58,40,4.76,10.02
4541,23,18,21.74,50,52,34,32.0,53.739999999999995
4542,27,27,0.0,58,85,58,0.0,0.0
4543,19,17,10.53,40,51,34,15.0,25.53
4544,27,23,14.81,60,71,48,20.0,34.81
4545,29,25,13.79,64,77,52,18.75,32.54
4546,14,13,7.14,30,39,26,13.33,20.47
4547,29,24,17.24,62,72,48,22.58,39.81999999999999
4548,27,25,7.41,62,81,56,9.68,17.09
4549,17,17,0.0,36,53,36,0.0,0.0
4550,28,28,0.0,62,90,62,0.0,0.0
4551,28,25,10.71,62,79,55,11.29,22.0
4552,18,15,16.67,38,45,30,21.05,37.72
4553,25,23,8.0,52,71,48,7.69,15.690000000000001
4554,25,23,8.0,54,71,48,11.11,19.11
4555,14,14,0.0,30,44,30,0.0,0.0
4556,23,22,4.35,48,68,46,4.17,8.52
4557,31,27,12.9,70,85,58,17.14,30.04
4558,27,25,7.41,60,79,54,10.0,17.41
4559,18,17,5.56,38,53,36,5.26,10.82
4560,29,29,0.0,62,91,62,0.0,0.0
4561,27,27,0.0,60,87,60,0.0,0.0
4562,14,13,7.14,30,41,28,6.67,13.809999999999999
4563,22,18,18.18,46,54,36,21.74,39.92
4564,25,22,12.0,54,68,46,14.81,26.810000000000002
4565,26,23,11.54,56,71,48,14.29,25.83
4566,18,16,11.11,38,48,32,15.79,26.9
4567,24,23,4.17,50,71,48,4.0,8.17
4568,19,15,21.05,40,43,29,27.5,48.55
4569,19,16,15.79,40,48,32,20.0,35.79
4570,24,23,4.17,52,73,50,3.85,8.02
4571,23,19,17.39,50,57,38,24.0,41.39
4572,25,19,24.0,56,57,40,28.57,52.57
4573,22,20,9.09,48,62,42,12.5,21.59
4574,22,19,13.64,46,57,38,17.39,31.03
4575,21,19,9.52,46,59,40,13.04,22.56
4576,22,16,27.27,48,46,32,33.33,60.599999999999994
4577,17,17,0.0,36,53,36,0.0,0.0
4578,18,18,0.0,40,58,40,0.0,0.0
4579,27,23,14.81,58,69,46,20.69,35.5
4580,19,18,5.26,40,56,38,5.0,10.26
4581,25,25,0.0,56,81,56,0.0,0.0
4582,22,19,13.64,48,57,39,18.75,32.39
4583,23,21,8.7,48,65,44,8.33,17.03
4584,25,21,16.0,52,63,42,19.23,35.230000000000004
4585,24,22,8.33,52,68,46,11.54,19.869999999999997
4586,24,22,8.33,50,68,46,8.0,16.33
4587,13,12,7.69,26,36,24,7.69,15.38
4588,24,22,8.33,52,68,46,11.54,19.869999999999997
4589,30,25,16.67,64,77,52,18.75,35.42
4590,18,17,5.56,36,51,34,5.56,11.12
4591,20,15,25.0,46,45,32,30.43,55.43
4592,26,24,7.69,56,76,52,7.14,14.83
4593,12,11,8.33,24,33,22,8.33,16.66
4594,21,19,9.52,46,59,40,13.04,22.56
4595,23,21,8.7,50,65,44,12.0,20.7
4596,24,20,16.67,52,60,41,21.15,37.82
4597,19,19,0.0,40,59,40,0.0,0.0
4598,23,23,0.0,50,73,50,0.0,0.0
4599,21,20,4.76,46,64,44,4.35,9.11
4600,24,20,16.67,52,60,41,21.15,37.82
4601,23,21,8.7,50,65,44,12.0,20.7
4602,31,29,6.45,68,91,62,8.82,15.27
4603,23,13,43.48,48,37,24,50.0,93.47999999999999
4604,18,14,22.22,38,40,26,31.58,53.8
4605,23,19,17.39,50,57,39,22.0,39.39
4606,26,22,15.38,56,66,44,21.43,36.81
4607,18,18,0.0,40,58,40,0.0,0.0
4608,25,22,12.0,54,68,46,14.81,26.810000000000002
4609,27,23,14.81,56,69,46,17.86,32.67
4610,19,17,10.53,40,51,34,15.0,25.53
4611,26,23,11.54,58,71,48,17.24,28.779999999999998
4612,24,24,0.0,50,74,50,0.0,0.0
4613,18,9,50.0,36,27,18,50.0,100.0
4614,23,19,17.39,50,59,40,20.0,37.39
4615,24,24,0.0,54,78,54,0.0,0.0
4616,23,23,0.0,50,73,50,0.0,0.0
4617,21,19,9.52,44,59,40,9.09,18.61
4618,20,18,10.0,44,56,38,13.64,23.64
4619,24,24,0.0,54,78,54,0.0,0.0
4620,16,16,0.0,32,48,32,0.0,0.0
4621,33,29,12.12,74,91,62,16.22,28.339999999999996
4622,23,23,0.0,50,73,50,0.0,0.0
4623,13,11,15.38,24,31,20,16.67,32.050000000000004
4624,23,23,0.0,48,71,48,0.0,0.0
4625,33,30,9.09,72,94,64,11.11,20.2
4626,26,21,19.23,56,63,42,25.0,44.230000000000004
4627,24,20,16.67,50,58,38,24.0,40.67
4628,22,22,0.0,50,72,50,0.0,0.0
4629,21,20,4.76,46,62,43,6.52,11.28
4630,26,24,7.69,56,74,50,10.71,18.400000000000002
4631,27,25,7.41,58,77,52,10.34,17.75
4632,20,19,5.0,44,61,42,4.55,9.55
4633,21,21,0.0,48,69,48,0.0,0.0
4634,29,25,13.79,64,77,52,18.75,32.54
4635,14,14,0.0,30,44,30,0.0,0.0
4636,20,20,0.0,42,62,42,0.0,0.0
4637,22,21,4.55,48,67,46,4.17,8.719999999999999
4638,20,19,5.0,42,59,40,4.76,9.76
4639,21,21,0.0,46,67,46,0.0,0.0
4640,19,19,0.0,40,59,40,0.0,0.0
4641,24,24,0.0,52,76,52,0.0,0.0
4642,18,18,0.0,38,56,38,0.0,0.0
4643,26,25,3.85,56,79,54,3.57,7.42
4644,17,16,5.88,36,48,32,11.11,16.99
4645,21,21,0.0,46,67,46,0.0,0.0
4646,32,30,6.25,70,94,64,8.57,14.82
4647,22,20,9.09,46,60,40,13.04,22.13
4648,29,26,10.34,64,82,56,12.5,22.84
4649,26,25,3.85,58,81,56,3.45,7.300000000000001
4650,23,22,4.35,48,68,46,4.17,8.52
4651,25,21,16.0,54,63,42,22.22,38.22
4652,25,23,8.0,54,71,48,11.11,19.11
4653,31,29,6.45,68,91,62,8.82,15.27
4654,34,29,14.71,74,89,60,18.92,33.63
4655,22,22,0.0,48,70,48,0.0,0.0
4656,31,31,0.0,70,101,70,0.0,0.0
4657,24,24,0.0,52,76,52,0.0,0.0
4658,20,20,0.0,44,64,44,0.0,0.0
4659,24,22,8.33,52,68,46,11.54,19.869999999999997
4660,23,22,4.35,50,70,48,4.0,8.35
4661,22,22,0.0,48,70,48,0.0,0.0
4662,21,20,4.76,44,62,42,4.55,9.309999999999999
4663,25,25,0.0,56,81,56,0.0,0.0
4664,24,19,20.83,52,55,37,28.85,49.68
4665,20,18,10.0,42,54,36,14.29,24.29
4666,31,31,0.0,70,101,70,0.0,0.0
4667,30,24,20.0,66,72,48,27.27,47.269999999999996
4668,12,12,0.0,26,38,26,0.0,0.0
4669,19,17,10.53,42,51,36,14.29,24.82
4670,22,20,9.09,48,62,42,12.5,21.59
4671,23,19,17.39,50,57,39,22.0,39.39
4672,27,25,7.41,60,79,54,10.0,17.41
4673,25,22,12.0,56,68,47,16.07,28.07
4674,19,19,0.0,40,59,40,0.0,0.0
4675,15,15,0.0,32,47,32,0.0,0.0
4676,24,24,0.0,52,76,52,0.0,0.0
4677,22,18,18.18,46,52,35,23.91,42.09
4678,27,22,18.52,60,68,46,23.33,41.849999999999994
4679,21,19,9.52,46,59,40,13.04,22.56
4680,20,20,0.0,44,64,44,0.0,0.0
4681,31,31,0.0,72,103,72,0.0,0.0
4682,26,22,15.38,56,66,44,21.43,36.81
4683,26,21,19.23,56,63,43,23.21,42.44
4684,23,22,4.35,48,68,46,4.17,8.52
4685,27,27,0.0,56,83,56,0.0,0.0
4686,21,19,9.52,46,59,40,13.04,22.56
4687,24,24,0.0,52,76,52,0.0,0.0
4688,26,22,15.38,56,66,44,21.43,36.81
4689,22,22,0.0,48,70,48,0.0,0.0
4690,25,20,20.0,52,58,38,26.92,46.92
4691,25,23,8.0,52,69,46,11.54,19.54
4692,25,25,0.0,52,77,52,0.0,0.0
4693,23,21,8.7,50,65,44,12.0,20.7
4694,16,15,6.25,32,45,30,6.25,12.5
4695,21,17,19.05,44,51,34,22.73,41.78
4696,22,19,13.64,46,57,38,17.39,31.03
4697,21,21,0.0,46,67,46,0.0,0.0
4698,22,21,4.55,50,67,46,8.0,12.55
4699,26,26,0.0,56,82,56,0.0,0.0
4700,25,23,8.0,54,71,48,11.11,19.11
4701,27,26,3.7,58,82,56,3.45,7.15
4702,16,15,6.25,32,45,30,6.25,12.5
4703,19,19,0.0,42,61,42,0.0,0.0
4704,21,21,0.0,44,65,44,0.0,0.0
4705,28,23,17.86,62,71,49,20.97,38.83
4706,21,19,9.52,46,59,40,13.04,22.56
4707,26,24,7.69,54,74,50,7.41,15.100000000000001
4708,25,25,0.0,52,77,52,0.0,0.0
4709,14,11,21.43,28,31,20,28.57,50.0
4710,25,25,0.0,54,79,54,0.0,0.0
4711,19,15,21.05,38,43,28,26.32,47.370000000000005
4712,27,21,22.22,60,63,42,30.0,52.22
4713,31,29,6.45,68,91,62,8.82,15.27
4714,20,20,0.0,40,60,40,0.0,0.0
4715,27,24,11.11,60,76,52,13.33,24.439999999999998
4716,18,18,0.0,40,58,40,0.0,0.0
4717,23,20,13.04,48,60,40,16.67,29.71
4718,30,26,13.33,70,84,58,17.14,30.47
4719,27,19,29.63,60,55,38,36.67,66.3
4720,23,19,17.39,50,57,38,24.0,41.39
4721,26,19,26.92,54,55,36,33.33,60.25
4722,22,20,9.09,46,60,40,13.04,22.13
4723,22,21,4.55,44,63,42,4.55,9.1
4724,23,23,0.0,50,73,50,0.0,0.0
4725,24,21,12.5,52,65,44,15.38,27.880000000000003
4726,26,21,19.23,56,65,44,21.43,40.66
4727,21,21,0.0,44,65,44,0.0,0.0
4728,27,22,18.52,60,68,46,23.33,41.849999999999994
4729,18,15,16.67,36,45,30,16.67,33.34
4730,19,15,21.05,40,45,30,25.0,46.05
4731,21,15,28.57,44,43,29,34.09,62.660000000000004
4732,23,21,8.7,50,65,44,12.0,20.7
4733,16,15,6.25,30,43,28,6.67,12.92
4734,18,18,0.0,36,54,36,0.0,0.0
4735,20,18,10.0,44,56,38,13.64,23.64
4736,19,18,5.26,38,54,36,5.26,10.52
4737,25,25,0.0,56,81,56,0.0,0.0
4738,18,14,22.22,38,40,26,31.58,53.8
4739,27,25,7.41,60,79,54,10.0,17.41
4740,25,23,8.0,52,69,46,11.54,19.54
4741,31,26,16.13,68,80,55,19.12,35.25
4742,23,21,8.7,48,63,42,12.5,21.2
4743,19,18,5.26,42,56,39,7.14,12.399999999999999
4744,19,18,5.26,40,56,38,5.0,10.26
4745,22,22,0.0,46,68,46,0.0,0.0
4746,20,19,5.0,44,61,42,4.55,9.55
4747,25,20,20.0,54,60,41,24.07,44.07
4748,21,18,14.29,44,54,36,18.18,32.47
4749,23,23,0.0,50,73,50,0.0,0.0
4750,24,24,0.0,50,74,50,0.0,0.0
4751,26,23,11.54,56,71,48,14.29,25.83
4752,28,21,25.0,60,63,43,28.33,53.33
4753,25,23,8.0,52,69,46,11.54,19.54
4754,22,18,18.18,46,54,37,19.57,37.75
4755,23,19,17.39,48,55,36,25.0,42.39
4756,24,24,0.0,52,76,52,0.0,0.0
4757,25,25,0.0,54,79,54,0.0,0.0
4758,20,19,5.0,42,59,40,4.76,9.76
4759,24,21,12.5,50,63,42,16.0,28.5
4760,23,23,0.0,48,71,48,0.0,0.0
4761,29,27,6.9,64,85,58,9.38,16.28
4762,25,25,0.0,56,81,56,0.0,0.0
4763,25,24,4.0,54,76,52,3.7,7.7
4764,22,16,27.27,46,46,30,34.78,62.05
4765,25,24,4.0,54,76,52,3.7,7.7
4766,27,27,0.0,60,87,60,0.0,0.0
4767,20,20,0.0,42,62,42,0.0,0.0
4768,30,25,16.67,64,77,52,18.75,35.42
4769,28,25,10.71,62,77,53,14.52,25.23
4770,24,22,8.33,52,68,47,9.62,17.95
4771,29,27,6.9,64,85,58,9.38,16.28
4772,25,23,8.0,54,71,49,9.26,17.259999999999998
4773,21,21,0.0,44,65,44,0.0,0.0
4774,21,20,4.76,46,62,43,6.52,11.28
4775,19,18,5.26,42,56,38,9.52,14.78
4776,18,15,16.67,38,45,31,18.42,35.09
4777,25,21,16.0,54,63,42,22.22,38.22
4778,23,21,8.7,48,63,42,12.5,21.2
4779,25,21,16.0,52,61,40,23.08,39.08
4780,19,18,5.26,40,56,38,5.0,10.26
4781,34,34,0.0,76,110,76,0.0,0.0
4782,20,20,0.0,44,64,44,0.0,0.0
4783,21,18,14.29,44,54,36,18.18,32.47
4784,26,22,15.38,54,66,44,18.52,33.9
4785,22,20,9.09,46,60,40,13.04,22.13
4786,18,16,11.11,36,48,32,11.11,22.22
4787,26,22,15.38,56,68,46,17.86,33.24
4788,22,22,0.0,48,70,48,0.0,0.0
4789,16,8,50.0,34,24,16,52.94,102.94
4790,17,12,29.41,36,34,23,36.11,65.52
4791,21,20,4.76,46,62,43,6.52,11.28
4792,30,28,6.67,66,88,60,9.09,15.76
4793,24,24,0.0,52,76,52,0.0,0.0
4794,27,24,11.11,58,74,50,13.79,24.9
4795,24,24,0.0,52,76,52,0.0,0.0
4796,24,24,0.0,52,76,52,0.0,0.0
4797,26,26,0.0,56,82,56,0.0,0.0
4798,22,19,13.64,46,57,38,17.39,31.03
4799,22,22,0.0,48,70,48,0.0,0.0
4800,20,20,0.0,42,62,42,0.0,0.0
4801,20,20,0.0,46,66,46,0.0,0.0
4802,23,19,17.39,50,57,38,24.0,41.39
4803,30,26,13.33,68,82,56,17.65,30.979999999999997
4804,22,21,4.55,48,65,45,6.25,10.8
4805,23,23,0.0,48,71,48,0.0,0.0
4806,24,22,8.33,50,68,46,8.0,16.33
4807,30,28,6.67,66,88,60,9.09,15.76
4808,19,19,0.0,40,59,40,0.0,0.0
4809,21,20,4.76,48,64,45,6.25,11.01
4810,27,24,11.11,60,74,51,15.0,26.11
4811,21,19,9.52,46,59,40,13.04,22.56
4812,21,17,19.05,42,51,34,19.05,38.1
4813,20,19,5.0,42,59,40,4.76,9.76
4814,16,14,12.5,34,42,28,17.65,30.15
4815,25,19,24.0,52,55,36,30.77,54.769999999999996
4816,21,16,23.81,44,46,30,31.82,55.629999999999995
4817,19,17,10.53,40,51,34,15.0,25.53
4818,14,11,21.43,28,31,20,28.57,50.0
4819,22,21,4.55,46,65,44,4.35,8.899999999999999
4820,29,25,13.79,64,77,52,18.75,32.54
4821,31,26,16.13,70,82,56,20.0,36.129999999999995
4822,16,15,6.25,36,47,32,11.11,17.36
4823,17,14,17.65,36,40,27,25.0,42.65
4824,25,23,8.0,54,71,48,11.11,19.11
4825,13,13,0.0,26,39,26,0.0,0.0
4826,20,17,15.0,44,51,34,22.73,37.730000000000004
4827,21,19,9.52,44,57,38,13.64,23.16
4828,22,21,4.55,46,65,44,4.35,8.899999999999999
4829,23,21,8.7,50,65,44,12.0,20.7
4830,23,21,8.7,50,65,44,12.0,20.7
4831,20,18,10.0,42,54,36,14.29,24.29
4832,29,26,10.34,64,82,56,12.5,22.84
4833,31,31,0.0,70,101,70,0.0,0.0
4834,26,24,7.69,58,76,52,10.34,18.03
4835,12,11,8.33,22,31,20,9.09,17.42
4836,18,16,11.11,38,48,33,13.16,24.27
4837,19,19,0.0,40,59,40,0.0,0.0
4838,25,22,12.0,54,68,46,14.81,26.810000000000002
4839,12,12,0.0,26,38,26,0.0,0.0
4840,21,21,0.0,44,65,44,0.0,0.0
4841,18,18,0.0,38,56,38,0.0,0.0
4842,21,19,9.52,44,57,38,13.64,23.16
4843,24,21,12.5,52,65,44,15.38,27.880000000000003
4844,30,28,6.67,68,90,62,8.82,15.49
4845,29,29,0.0,64,93,64,0.0,0.0
4846,24,20,16.67,50,60,40,20.0,36.67
4847,24,22,8.33,52,68,46,11.54,19.869999999999997
4848,28,26,7.14,60,80,54,10.0,17.14
4849,36,28,22.22,82,86,60,26.83,49.05
4850,28,28,0.0,60,88,60,0.0,0.0
4851,22,19,13.64,48,59,40,16.67,30.310000000000002
4852,23,22,4.35,48,68,46,4.17,8.52
4853,24,24,0.0,52,76,52,0.0,0.0
4854,26,24,7.69,56,74,51,8.93,16.62
4855,16,15,6.25,30,43,28,6.67,12.92
