Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Non zero edges,Edge compr. rate,Total graph compr 
2908,18,14,22.22,34,40,26,23.53,45.75
2909,20,18,10.0,44,56,38,13.64,23.64
2910,20,18,10.0,42,54,36,14.29,24.29
2911,26,26,0.0,56,82,56,0.0,0.0
2912,25,23,8.0,54,71,48,11.11,19.11
2913,27,23,14.81,60,71,50,16.67,31.480000000000004
2914,17,14,17.65,36,40,26,27.78,45.43
2915,25,25,0.0,56,81,56,0.0,0.0
2916,32,29,9.38,70,91,62,11.43,20.810000000000002
2917,25,23,8.0,54,71,48,11.11,19.11
2918,25,23,8.0,54,73,50,7.41,15.41
2919,25,22,12.0,54,68,46,14.81,26.810000000000002
2920,27,24,11.11,58,74,50,13.79,24.9
2921,22,18,18.18,46,54,36,21.74,39.92
2922,29,29,0.0,64,93,64,0.0,0.0
2923,24,22,8.33,52,68,46,11.54,19.869999999999997
2924,20,16,20.0,42,46,30,28.57,48.57
2925,31,31,0.0,68,99,68,0.0,0.0
2926,25,23,8.0,52,69,46,11.54,19.54
2927,30,26,13.33,64,80,54,15.62,28.95
2928,26,25,3.85,56,79,54,3.57,7.42
2929,25,19,24.0,58,57,40,31.03,55.03
2930,25,23,8.0,54,71,48,11.11,19.11
2931,18,15,16.67,40,47,33,17.5,34.17
2932,23,23,0.0,48,71,48,0.0,0.0
2933,27,24,11.11,58,74,50,13.79,24.9
2934,16,14,12.5,32,42,28,12.5,25.0
2935,25,22,12.0,52,68,46,11.54,23.54
2936,19,19,0.0,42,61,42,0.0,0.0
2937,24,21,12.5,52,63,43,17.31,29.81
2938,23,23,0.0,50,73,50,0.0,0.0
2939,23,21,8.7,50,65,44,12.0,20.7
2940,17,17,0.0,36,53,36,0.0,0.0
2941,17,15,11.76,36,45,31,13.89,25.65
2942,17,16,5.88,34,48,32,5.88,11.76
2943,15,13,13.33,30,37,25,16.67,30.0
2944,20,18,10.0,42,54,36,14.29,24.29
2945,28,27,3.57,60,85,58,3.33,6.9
2946,18,18,0.0,38,56,38,0.0,0.0
2947,18,16,11.11,40,48,33,17.5,28.61
2948,21,20,4.76,46,62,42,8.7,13.459999999999999
2949,26,24,7.69,56,74,50,10.71,18.400000000000002
2950,22,20,9.09,46,60,40,13.04,22.13
2951,17,16,5.88,36,48,32,11.11,16.99
2952,24,24,0.0,52,76,52,0.0,0.0
2953,23,23,0.0,48,71,48,0.0,0.0
2954,32,30,6.25,72,96,66,8.33,14.58
2955,25,22,12.0,56,68,47,16.07,28.07
2956,24,24,0.0,50,74,50,0.0,0.0
2957,21,21,0.0,46,67,46,0.0,0.0
2958,28,22,21.43,60,66,44,26.67,48.1
2959,23,20,13.04,48,60,40,16.67,29.71
2960,30,26,13.33,66,80,55,16.67,30.0
2961,26,23,11.54,58,71,49,15.52,27.06
2962,20,20,0.0,44,64,44,0.0,0.0
2963,21,19,9.52,44,59,40,9.09,18.61
2964,26,24,7.69,58,76,52,10.34,18.03
2965,27,25,7.41,60,79,54,10.0,17.41
2966,20,18,10.0,42,56,38,9.52,19.52
2967,22,20,9.09,48,62,42,12.5,21.59
2968,23,20,13.04,48,62,42,12.5,25.54
2969,25,19,24.0,52,55,36,30.77,54.769999999999996
2970,23,21,8.7,48,65,44,8.33,17.03
2971,24,22,8.33,50,66,44,12.0,20.33
2972,25,25,0.0,54,79,54,0.0,0.0
2973,18,13,27.78,36,37,24,33.33,61.11
2974,21,20,4.76,44,62,42,4.55,9.309999999999999
2975,23,23,0.0,50,73,50,0.0,0.0
2976,25,23,8.0,56,73,50,10.71,18.71
2977,25,24,4.0,54,76,52,3.7,7.7
2978,23,23,0.0,48,71,48,0.0,0.0
2979,28,26,7.14,62,82,56,9.68,16.82
2980,18,18,0.0,38,56,38,0.0,0.0
2981,24,24,0.0,52,76,52,0.0,0.0
2982,22,20,9.09,48,62,42,12.5,21.59
2983,15,15,0.0,34,49,34,0.0,0.0
2984,22,20,9.09,46,60,40,13.04,22.13
2985,18,15,16.67,36,45,30,16.67,33.34
2986,23,22,4.35,50,68,47,6.0,10.35
2987,20,18,10.0,42,56,38,9.52,19.52
2988,22,22,0.0,46,68,46,0.0,0.0
2989,25,23,8.0,54,71,48,11.11,19.11
2990,25,24,4.0,54,76,52,3.7,7.7
2991,23,18,21.74,48,52,35,27.08,48.81999999999999
2992,20,20,0.0,42,62,42,0.0,0.0
2993,19,17,10.53,40,51,35,12.5,23.03
2994,22,22,0.0,48,70,48,0.0,0.0
2995,30,30,0.0,68,98,68,0.0,0.0
2996,27,25,7.41,58,79,54,6.9,14.31
2997,19,17,10.53,38,51,34,10.53,21.06
2998,34,31,8.82,74,97,66,10.81,19.630000000000003
2999,18,16,11.11,38,48,33,13.16,24.27
3000,21,21,0.0,46,67,46,0.0,0.0
3001,19,17,10.53,40,51,34,15.0,25.53
3002,20,16,20.0,42,48,32,23.81,43.81
3003,23,19,17.39,50,59,40,20.0,37.39
3004,25,21,16.0,56,65,45,19.64,35.64
3005,30,28,6.67,64,88,60,6.25,12.92
3006,17,16,5.88,34,48,32,5.88,11.76
3007,24,19,20.83,52,57,40,23.08,43.91
3008,25,24,4.0,54,76,52,3.7,7.7
3009,22,17,22.73,46,49,32,30.43,53.16
3010,32,27,15.62,70,83,56,20.0,35.62
3011,28,24,14.29,62,74,52,16.13,30.419999999999998
3012,23,23,0.0,48,71,48,0.0,0.0
3013,20,19,5.0,42,59,40,4.76,9.76
3014,27,21,22.22,58,63,44,24.14,46.36
3015,30,28,6.67,66,90,62,6.06,12.73
3016,23,23,0.0,48,71,48,0.0,0.0
3017,26,21,19.23,58,65,44,24.14,43.370000000000005
3018,14,11,21.43,30,33,23,23.33,44.76
3019,31,25,19.35,68,75,50,26.47,45.82
3020,30,29,3.33,66,93,64,3.03,6.359999999999999
3021,18,18,0.0,38,56,38,0.0,0.0
3022,17,15,11.76,36,45,30,16.67,28.43
3023,21,19,9.52,44,59,40,9.09,18.61
3024,19,17,10.53,40,51,34,15.0,25.53
3025,17,17,0.0,38,55,38,0.0,0.0
3026,27,23,14.81,58,71,48,17.24,32.05
3027,26,19,26.92,56,57,38,32.14,59.06
3028,19,19,0.0,40,59,40,0.0,0.0
3029,24,24,0.0,52,76,52,0.0,0.0
3030,27,23,14.81,58,69,46,20.69,35.5
3031,19,17,10.53,40,51,34,15.0,25.53
3032,24,24,0.0,50,74,50,0.0,0.0
3033,23,18,21.74,48,54,36,25.0,46.739999999999995
3034,21,21,0.0,44,65,44,0.0,0.0
3035,27,21,22.22,58,63,42,27.59,49.81
3036,22,20,9.09,46,60,40,13.04,22.13
3037,19,19,0.0,38,57,38,0.0,0.0
3038,22,22,0.0,44,66,44,0.0,0.0
3039,26,25,3.85,56,79,54,3.57,7.42
3040,22,22,0.0,48,70,48,0.0,0.0
3041,24,24,0.0,50,74,50,0.0,0.0
3042,28,25,10.71,60,77,52,13.33,24.04
3043,25,23,8.0,54,71,48,11.11,19.11
3044,29,24,17.24,62,72,48,22.58,39.81999999999999
3045,17,15,11.76,34,45,30,11.76,23.52
3046,16,14,12.5,32,42,28,12.5,25.0
3047,24,24,0.0,50,74,50,0.0,0.0
3048,23,22,4.35,48,68,46,4.17,8.52
3049,23,23,0.0,50,73,50,0.0,0.0
3050,29,24,17.24,64,74,52,18.75,35.989999999999995
3051,20,17,15.0,42,51,34,19.05,34.05
3052,23,23,0.0,50,73,50,0.0,0.0
3053,14,14,0.0,30,44,30,0.0,0.0
3054,31,27,12.9,68,85,58,14.71,27.61
3055,17,16,5.88,34,46,30,11.76,17.64
3056,23,23,0.0,50,73,50,0.0,0.0
3057,25,21,16.0,52,63,42,19.23,35.230000000000004
3058,23,21,8.7,48,63,42,12.5,21.2
3059,24,22,8.33,50,68,46,8.0,16.33
3060,22,19,13.64,46,57,38,17.39,31.03
3061,23,19,17.39,52,59,41,21.15,38.54
3062,13,11,15.38,24,31,20,16.67,32.050000000000004
3063,29,25,13.79,64,77,52,18.75,32.54
3064,25,23,8.0,54,71,48,11.11,19.11
3065,26,26,0.0,56,82,56,0.0,0.0
3066,20,17,15.0,44,53,36,18.18,33.18
3067,23,21,8.7,48,63,42,12.5,21.2
3068,24,21,12.5,50,63,42,16.0,28.5
3069,28,26,7.14,60,80,54,10.0,17.14
3070,18,18,0.0,36,54,36,0.0,0.0
3071,24,20,16.67,52,62,43,17.31,33.980000000000004
3072,29,25,13.79,62,77,52,16.13,29.919999999999998
3073,29,28,3.45,62,88,60,3.23,6.68
3074,27,24,11.11,58,74,50,13.79,24.9
3075,24,24,0.0,52,76,52,0.0,0.0
3076,24,21,12.5,52,65,44,15.38,27.880000000000003
3077,20,18,10.0,42,56,38,9.52,19.52
3078,22,20,9.09,48,62,42,12.5,21.59
3079,17,17,0.0,38,55,38,0.0,0.0
3080,30,30,0.0,68,98,68,0.0,0.0
3081,33,29,12.12,74,91,62,16.22,28.339999999999996
3082,24,21,12.5,50,63,42,16.0,28.5
3083,15,15,0.0,30,45,30,0.0,0.0
3084,32,32,0.0,72,104,72,0.0,0.0
3085,18,17,5.56,36,51,34,5.56,11.12
3086,23,21,8.7,48,63,43,10.42,19.119999999999997
3087,17,17,0.0,38,55,38,0.0,0.0
3088,25,22,12.0,54,68,46,14.81,26.810000000000002
3089,29,26,10.34,64,82,56,12.5,22.84
3090,24,23,4.17,50,71,48,4.0,8.17
3091,25,23,8.0,54,71,48,11.11,19.11
3092,25,22,12.0,54,68,46,14.81,26.810000000000002
3093,26,24,7.69,58,76,52,10.34,18.03
3094,24,22,8.33,50,66,44,12.0,20.33
3095,20,18,10.0,44,56,39,11.36,21.36
3096,18,16,11.11,38,48,32,15.79,26.9
3097,23,19,17.39,50,57,38,24.0,41.39
3098,19,19,0.0,42,61,42,0.0,0.0
3099,26,25,3.85,58,79,55,5.17,9.02
3100,33,31,6.06,74,101,70,5.41,11.469999999999999
3101,27,23,14.81,58,69,46,20.69,35.5
3102,23,23,0.0,50,73,50,0.0,0.0
3103,26,24,7.69,56,74,50,10.71,18.400000000000002
3104,19,16,15.79,40,46,31,22.5,38.29
3105,27,25,7.41,58,79,54,6.9,14.31
3106,22,18,18.18,48,54,37,22.92,41.1
3107,26,24,7.69,56,74,50,10.71,18.400000000000002
3108,26,26,0.0,56,82,56,0.0,0.0
3109,27,23,14.81,60,71,48,20.0,34.81
3110,14,13,7.14,30,41,28,6.67,13.809999999999999
3111,21,21,0.0,44,65,44,0.0,0.0
3112,26,22,15.38,56,66,44,21.43,36.81
3113,22,20,9.09,46,60,40,13.04,22.13
3114,18,16,11.11,36,48,32,11.11,22.22
3115,27,27,0.0,60,87,60,0.0,0.0
3116,23,21,8.7,50,65,44,12.0,20.7
3117,13,13,0.0,28,41,28,0.0,0.0
3118,27,26,3.7,58,82,56,3.45,7.15
3119,28,21,25.0,62,63,44,29.03,54.03
3120,25,19,24.0,52,57,38,26.92,50.92
3121,19,15,21.05,42,45,31,26.19,47.24
3122,23,19,17.39,48,57,38,20.83,38.22
3123,23,23,0.0,50,73,50,0.0,0.0
3124,21,20,4.76,44,62,42,4.55,9.309999999999999
3125,31,29,6.45,70,93,64,8.57,15.02
3126,18,13,27.78,38,37,24,36.84,64.62
3127,20,20,0.0,42,62,42,0.0,0.0
3128,19,18,5.26,40,54,37,7.5,12.76
3129,22,20,9.09,46,60,40,13.04,22.13
3130,23,21,8.7,48,63,42,12.5,21.2
3131,16,16,0.0,34,50,34,0.0,0.0
3132,28,22,21.43,60,66,44,26.67,48.1
3133,26,23,11.54,54,69,46,14.81,26.35
3134,24,21,12.5,50,63,42,16.0,28.5
3135,23,21,8.7,48,63,42,12.5,21.2
3136,30,29,3.33,66,93,64,3.03,6.359999999999999
3137,23,23,0.0,50,73,50,0.0,0.0
3138,21,18,14.29,44,54,36,18.18,32.47
3139,25,19,24.0,54,57,38,29.63,53.629999999999995
3140,19,17,10.53,42,53,36,14.29,24.82
3141,23,21,8.7,50,65,44,12.0,20.7
3142,19,15,21.05,40,45,30,25.0,46.05
3143,23,22,4.35,48,68,46,4.17,8.52
3144,20,20,0.0,42,62,42,0.0,0.0
3145,23,23,0.0,50,73,50,0.0,0.0
3146,22,22,0.0,46,68,46,0.0,0.0
3147,27,21,22.22,58,61,41,29.31,51.53
3148,25,23,8.0,54,71,49,9.26,17.259999999999998
3149,23,21,8.7,50,65,44,12.0,20.7
3150,22,22,0.0,46,68,46,0.0,0.0
3151,24,21,12.5,50,65,44,12.0,24.5
3152,30,30,0.0,68,98,68,0.0,0.0
3153,20,19,5.0,42,59,40,4.76,9.76
3154,19,19,0.0,40,59,40,0.0,0.0
3155,22,22,0.0,48,70,48,0.0,0.0
3156,30,28,6.67,64,86,58,9.38,16.05
3157,18,18,0.0,38,56,38,0.0,0.0
3158,21,18,14.29,46,56,39,15.22,29.509999999999998
3159,23,19,17.39,48,57,38,20.83,38.22
3160,30,28,6.67,66,88,60,9.09,15.76
3161,22,21,4.55,48,67,46,4.17,8.719999999999999
3162,20,19,5.0,40,57,38,5.0,10.0
3163,24,20,16.67,50,60,40,20.0,36.67
3164,23,19,17.39,50,59,40,20.0,37.39
3165,26,23,11.54,56,69,47,16.07,27.61
3166,27,27,0.0,60,87,60,0.0,0.0
3167,23,23,0.0,50,73,50,0.0,0.0
3168,31,26,16.13,68,82,56,17.65,33.78
3169,24,24,0.0,52,76,52,0.0,0.0
3170,23,19,17.39,50,57,38,24.0,41.39
3171,21,20,4.76,44,62,42,4.55,9.309999999999999
3172,26,26,0.0,56,82,56,0.0,0.0
3173,26,26,0.0,56,82,56,0.0,0.0
3174,21,21,0.0,46,67,46,0.0,0.0
3175,20,20,0.0,42,62,42,0.0,0.0
3176,24,19,20.83,52,57,38,26.92,47.75
3177,19,18,5.26,38,54,36,5.26,10.52
3178,23,21,8.7,48,63,42,12.5,21.2
3179,24,18,25.0,54,54,38,29.63,54.629999999999995
3180,22,19,13.64,46,57,38,17.39,31.03
3181,23,21,8.7,48,63,42,12.5,21.2
3182,18,15,16.67,38,45,30,21.05,37.72
3183,24,20,16.67,50,58,38,24.0,40.67
3184,24,16,33.33,52,48,32,38.46,71.78999999999999
3185,21,20,4.76,44,62,42,4.55,9.309999999999999
3186,28,25,10.71,60,77,52,13.33,24.04
3187,19,17,10.53,38,49,32,15.79,26.32
3188,26,24,7.69,56,74,50,10.71,18.400000000000002
3189,22,18,18.18,46,52,34,26.09,44.269999999999996
3190,27,23,14.81,58,69,47,18.97,33.78
3191,20,18,10.0,44,58,40,9.09,19.09
3192,24,24,0.0,54,78,54,0.0,0.0
3193,26,21,19.23,56,63,44,21.43,40.66
3194,23,23,0.0,50,73,50,0.0,0.0
3195,16,14,12.5,32,40,26,18.75,31.25
3196,25,25,0.0,54,79,54,0.0,0.0
3197,21,19,9.52,46,59,40,13.04,22.56
3198,18,16,11.11,38,50,34,10.53,21.64
3199,25,23,8.0,52,71,48,7.69,15.690000000000001
3200,27,24,11.11,60,74,51,15.0,26.11
3201,20,20,0.0,44,64,44,0.0,0.0
3202,32,32,0.0,70,102,70,0.0,0.0
3203,27,25,7.41,58,77,52,10.34,17.75
3204,19,16,15.79,42,50,34,19.05,34.84
3205,27,24,11.11,60,76,52,13.33,24.439999999999998
3206,28,24,14.29,62,76,52,16.13,30.419999999999998
3207,25,25,0.0,54,79,54,0.0,0.0
3208,26,22,15.38,54,66,44,18.52,33.9
3209,22,20,9.09,46,62,42,8.7,17.79
3210,19,17,10.53,40,51,34,15.0,25.53
3211,23,23,0.0,50,73,50,0.0,0.0
3212,23,23,0.0,52,75,52,0.0,0.0
3213,21,21,0.0,46,67,46,0.0,0.0
3214,21,21,0.0,46,67,46,0.0,0.0
3215,18,16,11.11,38,48,33,13.16,24.27
3216,30,28,6.67,64,86,58,9.38,16.05
3217,21,18,14.29,44,54,36,18.18,32.47
3218,26,22,15.38,56,66,44,21.43,36.81
3219,22,20,9.09,46,60,41,10.87,19.96
3220,26,24,7.69,56,74,50,10.71,18.400000000000002
3221,27,27,0.0,60,87,60,0.0,0.0
3222,20,17,15.0,42,51,34,19.05,34.05
3223,19,19,0.0,40,59,40,0.0,0.0
3224,26,26,0.0,56,82,56,0.0,0.0
3225,18,16,11.11,38,48,32,15.79,26.9
3226,28,25,10.71,64,79,54,15.62,26.33
3227,22,22,0.0,48,70,48,0.0,0.0
3228,21,21,0.0,44,65,44,0.0,0.0
3229,18,16,11.11,38,48,32,15.79,26.9
3230,21,20,4.76,46,62,42,8.7,13.459999999999999
3231,21,19,9.52,46,59,41,10.87,20.39
3232,19,15,21.05,40,43,28,30.0,51.05
3233,17,17,0.0,36,53,36,0.0,0.0
3234,24,24,0.0,52,76,52,0.0,0.0
3235,23,23,0.0,50,73,50,0.0,0.0
3236,20,17,15.0,42,49,33,21.43,36.43
3237,27,27,0.0,58,85,58,0.0,0.0
3238,18,18,0.0,38,56,38,0.0,0.0
3239,17,14,17.65,38,42,28,26.32,43.97
3240,21,21,0.0,44,65,44,0.0,0.0
3241,25,20,20.0,54,60,40,25.93,45.93
3242,25,22,12.0,56,70,48,14.29,26.29
3243,20,16,20.0,42,46,31,26.19,46.19
3244,26,21,19.23,58,63,43,25.86,45.09
3245,18,18,0.0,38,56,38,0.0,0.0
3246,33,31,6.06,74,99,68,8.11,14.169999999999998
3247,25,23,8.0,52,71,48,7.69,15.690000000000001
3248,27,27,0.0,60,87,60,0.0,0.0
3249,21,16,23.81,44,48,32,27.27,51.08
3250,24,23,4.17,50,71,48,4.0,8.17
3251,19,18,5.26,40,56,38,5.0,10.26
3252,15,13,13.33,30,37,24,20.0,33.33
3253,21,20,4.76,44,60,41,6.82,11.58
3254,32,28,12.5,70,86,58,17.14,29.64
3255,27,25,7.41,60,79,54,10.0,17.41
3256,23,19,17.39,48,57,38,20.83,38.22
3257,21,20,4.76,44,62,42,4.55,9.309999999999999
3258,27,22,18.52,58,66,44,24.14,42.66
3259,22,20,9.09,46,60,40,13.04,22.13
3260,27,26,3.7,58,82,56,3.45,7.15
3261,26,26,0.0,58,84,58,0.0,0.0
3262,28,25,10.71,60,77,52,13.33,24.04
3263,27,21,22.22,60,63,43,28.33,50.55
3264,23,20,13.04,48,60,40,16.67,29.71
3265,23,23,0.0,48,71,48,0.0,0.0
3266,26,24,7.69,56,74,50,10.71,18.400000000000002
3267,26,22,15.38,56,66,44,21.43,36.81
3268,24,23,4.17,50,71,48,4.0,8.17
3269,23,19,17.39,48,57,38,20.83,38.22
3270,21,21,0.0,46,67,46,0.0,0.0
3271,20,18,10.0,44,56,38,13.64,23.64
3272,13,12,7.69,24,34,22,8.33,16.02
3273,20,18,10.0,42,54,36,14.29,24.29
3274,25,23,8.0,56,73,50,10.71,18.71
3275,17,16,5.88,34,48,32,5.88,11.76
3276,22,20,9.09,50,64,45,10.0,19.09
3277,20,20,0.0,44,64,44,0.0,0.0
3278,19,15,21.05,38,43,28,26.32,47.370000000000005
3279,27,25,7.41,60,79,54,10.0,17.41
3280,19,19,0.0,38,57,38,0.0,0.0
3281,28,26,7.14,62,82,56,9.68,16.82
3282,13,13,0.0,26,39,26,0.0,0.0
3283,22,22,0.0,46,68,46,0.0,0.0
3284,11,11,0.0,24,35,24,0.0,0.0
3285,19,19,0.0,42,61,42,0.0,0.0
3286,24,22,8.33,52,68,46,11.54,19.869999999999997
3287,15,15,0.0,32,47,32,0.0,0.0
3288,24,23,4.17,52,73,50,3.85,8.02
3289,15,12,20.0,32,36,24,25.0,45.0
3290,25,23,8.0,52,69,46,11.54,19.54
3291,25,21,16.0,52,61,40,23.08,39.08
3292,27,26,3.7,60,82,57,5.0,8.7
3293,23,20,13.04,48,60,40,16.67,29.71
3294,23,22,4.35,48,68,46,4.17,8.52
3295,18,17,5.56,40,53,37,7.5,13.059999999999999
3296,23,16,30.43,48,46,30,37.5,67.93
3297,33,31,6.06,74,99,68,8.11,14.169999999999998
3298,32,29,9.38,72,93,64,11.11,20.490000000000002
3299,21,19,9.52,44,57,38,13.64,23.16
3300,23,22,4.35,48,68,46,4.17,8.52
3301,27,22,18.52,58,66,44,24.14,42.66
3302,27,23,14.81,60,71,48,20.0,34.81
3303,28,24,14.29,64,76,52,18.75,33.04
3304,29,27,6.9,62,85,58,6.45,13.350000000000001
3305,18,14,22.22,36,40,26,27.78,50.0
3306,32,30,6.25,70,94,64,8.57,14.82
3307,25,25,0.0,54,79,54,0.0,0.0
3308,30,26,13.33,66,80,54,18.18,31.509999999999998
3309,36,36,0.0,82,118,82,0.0,0.0
3310,16,13,18.75,32,39,26,18.75,37.5
3311,28,26,7.14,62,82,56,9.68,16.82
3312,19,18,5.26,40,56,38,5.0,10.26
3313,29,28,3.45,60,86,58,3.33,6.78
3314,29,25,13.79,64,77,54,15.62,29.409999999999997
3315,20,20,0.0,42,62,42,0.0,0.0
3316,28,25,10.71,60,77,52,13.33,24.04
3317,26,22,15.38,54,66,44,18.52,33.9
3318,27,27,0.0,58,85,58,0.0,0.0
3319,18,15,16.67,38,45,30,21.05,37.72
3320,25,23,8.0,54,71,48,11.11,19.11
3321,27,25,7.41,58,77,52,10.34,17.75
3322,17,17,0.0,36,53,36,0.0,0.0
3323,20,18,10.0,42,54,36,14.29,24.29
3324,19,18,5.26,38,54,36,5.26,10.52
3325,20,20,0.0,42,62,42,0.0,0.0
3326,18,16,11.11,38,48,32,15.79,26.9
3327,24,18,25.0,50,52,34,32.0,57.0
3328,26,22,15.38,56,66,45,19.64,35.02
3329,29,27,6.9,64,85,58,9.38,16.28
3330,20,16,20.0,40,46,30,25.0,45.0
3331,18,18,0.0,38,56,38,0.0,0.0
3332,24,23,4.17,54,73,51,5.56,9.73
3333,24,22,8.33,52,68,46,11.54,19.869999999999997
3334,26,24,7.69,56,76,52,7.14,14.83
3335,19,19,0.0,40,59,40,0.0,0.0
3336,28,23,17.86,60,69,46,23.33,41.19
3337,18,17,5.56,36,51,34,5.56,11.12
3338,19,18,5.26,38,54,36,5.26,10.52
3339,23,21,8.7,48,65,44,8.33,17.03
3340,20,20,0.0,42,62,42,0.0,0.0
3341,25,23,8.0,54,71,48,11.11,19.11
3342,32,28,12.5,72,90,62,13.89,26.39
3343,27,27,0.0,60,87,60,0.0,0.0
3344,23,21,8.7,50,65,44,12.0,20.7
3345,23,22,4.35,50,70,48,4.0,8.35
3346,24,19,20.83,50,55,36,28.0,48.83
3347,15,15,0.0,30,45,30,0.0,0.0
3348,18,18,0.0,38,56,38,0.0,0.0
3349,17,17,0.0,34,51,34,0.0,0.0
3350,23,23,0.0,52,75,52,0.0,0.0
3351,26,24,7.69,56,74,50,10.71,18.400000000000002
3352,22,20,9.09,44,60,40,9.09,18.18
3353,30,29,3.33,66,93,64,3.03,6.359999999999999
3354,20,18,10.0,42,54,36,14.29,24.29
3355,32,30,6.25,70,94,64,8.57,14.82
3356,19,16,15.79,40,48,32,20.0,35.79
3357,23,23,0.0,50,73,50,0.0,0.0
3358,22,20,9.09,46,60,40,13.04,22.13
3359,24,20,16.67,50,60,40,20.0,36.67
3360,12,12,0.0,22,34,22,0.0,0.0
3361,26,24,7.69,56,74,50,10.71,18.400000000000002
3362,21,21,0.0,44,65,44,0.0,0.0
3363,25,23,8.0,54,71,48,11.11,19.11
3364,25,25,0.0,54,79,54,0.0,0.0
3365,21,17,19.05,46,51,34,26.09,45.14
3366,19,17,10.53,40,53,36,10.0,20.53
3367,18,16,11.11,36,48,32,11.11,22.22
3368,16,14,12.5,34,42,28,17.65,30.15
3369,21,19,9.52,46,59,40,13.04,22.56
3370,27,27,0.0,60,87,60,0.0,0.0
3371,23,22,4.35,48,68,46,4.17,8.52
3372,27,23,14.81,58,69,46,20.69,35.5
3373,21,20,4.76,46,64,44,4.35,9.11
3374,16,16,0.0,34,50,34,0.0,0.0
3375,20,20,0.0,42,62,42,0.0,0.0
3376,23,23,0.0,50,73,50,0.0,0.0
3377,21,19,9.52,46,59,40,13.04,22.56
3378,18,16,11.11,38,50,34,10.53,21.64
3379,24,23,4.17,52,73,50,3.85,8.02
3380,22,16,27.27,46,46,30,34.78,62.05
3381,14,8,42.86,30,22,16,46.67,89.53
3382,22,20,9.09,46,60,41,10.87,19.96
3383,22,19,13.64,48,59,41,14.58,28.22
3384,27,27,0.0,58,85,58,0.0,0.0
3385,25,25,0.0,54,79,54,0.0,0.0
3386,24,23,4.17,52,73,50,3.85,8.02
3387,21,21,0.0,44,65,44,0.0,0.0
3388,25,25,0.0,54,79,54,0.0,0.0
3389,19,19,0.0,40,59,40,0.0,0.0
3390,24,24,0.0,52,76,52,0.0,0.0
3391,22,22,0.0,48,70,48,0.0,0.0
3392,24,23,4.17,52,73,50,3.85,8.02
3393,25,24,4.0,54,76,52,3.7,7.7
3394,20,19,5.0,42,59,40,4.76,9.76
3395,27,23,14.81,60,71,49,18.33,33.14
3396,25,25,0.0,56,81,56,0.0,0.0
3397,21,21,0.0,44,65,44,0.0,0.0
3398,25,22,12.0,52,68,46,11.54,23.54
3399,26,21,19.23,56,63,42,25.0,44.230000000000004
3400,18,16,11.11,38,48,32,15.79,26.9
3401,22,22,0.0,46,68,46,0.0,0.0
3402,18,18,0.0,36,54,36,0.0,0.0
3403,23,18,21.74,48,52,34,29.17,50.91
3404,16,13,18.75,32,37,24,25.0,43.75
3405,29,25,13.79,64,77,52,18.75,32.54
3406,21,21,0.0,44,65,44,0.0,0.0
3407,29,29,0.0,64,93,64,0.0,0.0
3408,25,23,8.0,56,73,50,10.71,18.71
3409,32,30,6.25,72,96,66,8.33,14.58
3410,18,15,16.67,38,45,30,21.05,37.72
3411,21,21,0.0,44,65,44,0.0,0.0
3412,23,23,0.0,52,75,52,0.0,0.0
3413,31,24,22.58,70,72,49,30.0,52.58
3414,17,17,0.0,34,51,34,0.0,0.0
3415,23,23,0.0,48,71,48,0.0,0.0
3416,23,19,17.39,50,57,38,24.0,41.39
3417,23,21,8.7,50,65,44,12.0,20.7
3418,19,18,5.26,40,56,38,5.0,10.26
3419,23,23,0.0,50,73,50,0.0,0.0
3420,16,16,0.0,34,50,34,0.0,0.0
3421,28,26,7.14,64,84,58,9.38,16.52
3422,22,20,9.09,46,60,40,13.04,22.13
3423,25,22,12.0,54,68,46,14.81,26.810000000000002
3424,16,14,12.5,34,44,30,11.76,24.259999999999998
3425,12,11,8.33,26,33,22,15.38,23.71
3426,28,24,14.29,62,74,50,19.35,33.64
3427,21,19,9.52,46,59,40,13.04,22.56
3428,15,15,0.0,30,45,30,0.0,0.0
3429,23,23,0.0,52,75,52,0.0,0.0
3430,25,23,8.0,54,71,48,11.11,19.11
3431,25,25,0.0,54,79,54,0.0,0.0
3432,22,22,0.0,48,70,48,0.0,0.0
3433,11,10,9.09,22,30,20,9.09,18.18
3434,22,22,0.0,48,70,48,0.0,0.0
3435,21,21,0.0,44,65,44,0.0,0.0
3436,21,21,0.0,46,67,46,0.0,0.0
3437,19,17,10.53,40,51,34,15.0,25.53
3438,27,25,7.41,60,79,54,10.0,17.41
3439,25,24,4.0,54,76,52,3.7,7.7
3440,23,19,17.39,46,57,38,17.39,34.78
3441,19,15,21.05,38,43,28,26.32,47.370000000000005
3442,27,25,7.41,58,79,54,6.9,14.31
3443,24,23,4.17,52,73,50,3.85,8.02
3444,28,26,7.14,60,80,54,10.0,17.14
3445,19,19,0.0,40,59,40,0.0,0.0
3446,17,16,5.88,34,48,32,5.88,11.76
3447,18,18,0.0,38,56,38,0.0,0.0
3448,25,20,20.0,54,60,41,24.07,44.07
3449,21,21,0.0,46,67,46,0.0,0.0
3450,25,25,0.0,54,79,54,0.0,0.0
3451,23,23,0.0,52,75,52,0.0,0.0
3452,26,23,11.54,58,73,50,13.79,25.33
3453,27,25,7.41,58,77,52,10.34,17.75
