Graph nr,Original nodes,Reduced nodes,Node compr. rate,Original edges,Reduced edges,Edge compr. rate
642,126,126,0.0,4960,4960,0.0
643,136,136,0.0,5756,5756,0.0
644,124,124,0.0,4704,4704,0.0
645,114,114,0.0,4062,4062,0.0
646,134,134,0.0,5390,5390,0.0
647,112,112,0.0,3794,3794,0.0
648,119,119,0.0,4452,4452,0.0
649,146,146,0.0,6362,6362,0.0
650,104,104,0.0,3308,3308,0.0
651,91,91,0.0,2662,2662,0.0
652,102,102,0.0,3146,3146,0.0
653,120,120,0.0,4462,4462,0.0
654,129,129,0.0,5174,5174,0.0
655,91,91,0.0,2552,2552,0.0
656,157,157,0.0,7478,7478,0.0
657,117,117,0.0,4254,4254,0.0
658,94,94,0.0,2742,2742,0.0
659,140,140,0.0,5996,5996,0.0
660,98,98,0.0,2944,2944,0.0
661,106,106,0.0,3490,3490,0.0
662,121,121,0.0,4458,4458,0.0
663,121,121,0.0,4532,4532,0.0
664,133,133,0.0,5368,5368,0.0
665,116,116,0.0,4122,4122,0.0
666,124,124,0.0,4776,4776,0.0
667,102,102,0.0,3180,3180,0.0
668,82,82,0.0,1984,1984,0.0
669,137,137,0.0,5822,5822,0.0
670,132,132,0.0,5406,5406,0.0
671,92,92,0.0,2694,2694,0.0
672,56,56,0.0,962,962,0.0
673,131,131,0.0,5174,5174,0.0
674,93,93,0.0,2644,2644,0.0
675,143,143,0.0,6124,6124,0.0
676,126,126,0.0,4960,4960,0.0
677,129,129,0.0,5054,5054,0.0
678,158,158,0.0,7518,7518,0.0
679,103,103,0.0,3210,3210,0.0
680,143,143,0.0,6310,6310,0.0
681,102,102,0.0,3160,3160,0.0
682,120,120,0.0,4344,4344,0.0
683,67,67,0.0,1358,1358,0.0
684,145,145,0.0,6314,6314,0.0
685,96,96,0.0,2914,2914,0.0
686,129,129,0.0,5110,5110,0.0
